study_ID,Study,island_code,number_of_islands,n_island_cat,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,Type_of_island,island_type,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,sampling_effort,sampling_effort_unit
Burbrink_2015,Burbrink_2015_data,Egmont_Key_FL,54,Above 38,,133,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"27.5901982729293, -82.7620672326923","27.5901982729293, -82.7620672326923",27.59019827,-82.76206723,,
Burbrink_2015,Burbrink_2015_data,Fire_Island_NY,54,Above 38,,2490,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"40.657031771687, -73.0999681258503","40.657031771687, -73.0999681258503",40.65703177,-73.09996813,,
Burbrink_2015,Burbrink_2015_data,Fisherman_VA,54,Above 38,,750,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"37.0928557394381, -75.9635556784417","37.0928557394381, -75.9635556784417",37.09285574,-75.96355568,,
Burbrink_2015,Burbrink_2015_data,Fort_Matanzas_FL(FLMN),54,Above 38,,3.7038986,high res map available in https://www.jstor.org/stable/41968359?origin=JSTOR-pdf&seq=1/analyze,5.2,"Zomlefer, W., Giannasi, D., Judd, W., Kruse, L., & Bettinger, K. (2004). A FLORISTIC SURVEY OF FORT MATANZAS NATIONAL MONUMENT, ST. JOHNS COUNTY, FLORIDA. SIDA, Contributions to Botany, 21(2), 1081-1106. Retrieved from http://www.jstor.org/stable/41968359",,Herpetofauna,Barrier island,Barrier island,,"29.7117478034447, -81.2377010322918","29.7117478034447, -81.2377010322918",29.7117478,-81.23770103,,
Burbrink_2015,Burbrink_2015_data,Hatteras_IS_NC,54,Above 38,,8556,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"35.2511000284879, -75.5539142215332","35.2511000284879, -75.5539142215332",35.25110003,-75.55391422,,
Burbrink_2015,Burbrink_2015_data,Hog_VA,54,Above 38,Hog VA,1177,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",3,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"37.4152599949323, -75.6902000477331","37.4152599949323, -75.6902000477331",37.41525999,-75.69020005,,
Burbrink_2015,Burbrink_2015_data,Horn_MS,54,Above 38,,1100,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"30.2359011056213, -88.6699479420119","30.2359011056213, -88.6699479420119",30.23590111,-88.66994794,,
Burbrink_2015,Burbrink_2015_data,Isle_of_the_Palms_SC,54,Above 38,,1150,Wikipedia,3,Wikipedia,maximum elevation,Herpetofauna,Barrier island,Barrier island,,"32.8025044298533, -79.7469226760062","32.8025044298533, -79.7469226760062",32.80250443,-79.74692268,,
Burbrink_2015,Burbrink_2015_data,Jekyll_GA,54,Above 38,,2300,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"31.0700063936645, -81.4202677003376","31.0700063936645, -81.4202677003376",31.07000639,-81.4202677,,
Burbrink_2015,Burbrink_2015_data,Key_Biscayne_FL,54,Above 38,,340,Wikipedia,1,Wikipedia,maximum elevation,Herpetofauna,Barrier island,Barrier island,,"25.6937130023199, -80.1628248065623","25.6937130023199, -80.1628248065623",25.693713,-80.16282481,,
Burbrink_2015,Burbrink_2015_data,Kiawah_SC,54,Above 38,,2840,Wikipedia,4,Wikipedia,maximum elevation,Herpetofauna,Barrier island,Barrier island,,"32.6082372905324, -80.0848165964682","32.6082372905324, -80.0848165964682",32.60823729,-80.0848166,,
Burbrink_2015,Burbrink_2015_data,Little_St._Simmons_GA,54,Above 38,,4046.86,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"31.2987196210892, -81.3314828591044","31.2987196210892, -81.3314828591044",31.29871962,-81.33148286,,
Burbrink_2015,Burbrink_2015_data,Long_Island_NY,54,Above 38,,363000,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"40.7891421223246, -73.1349614905072","40.7891421223246, -73.1349614905072",40.78914212,-73.13496149,,
Burbrink_2015,Burbrink_2015_data,Marthas_Vineyard_MA,54,Above 38,,25000,Wikipedia,94.8,Wikipedia,maximum elevation,Herpetofauna,Barrier island,Barrier island,,"41.3804980418156, -70.6454730062799","41.3804980418156, -70.6454730062799",41.38049804,-70.64547301,,
Burbrink_2015,Burbrink_2015_data,Myrtle_VA,54,Above 38,Myrtle VA,407,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",3.7,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"37.1929573279882, -75.8191765977305","37.1929573279882, -75.8191765977305",37.19295733,-75.8191766,,
Burbrink_2015,Burbrink_2015_data,Nantucket_MA,54,Above 38,,12380,Wikipedia,9,Wikipedia,maximum elevation,Herpetofauna,Barrier island,Barrier island,,"41.2834703639415, -70.0994509467649","41.2834703639415, -70.0994509467649",41.28347036,-70.09945095,,
Burbrink_2015,Burbrink_2015_data,Nomans_Land_MA,54,Above 38,,248,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"41.2575524016712, -70.8149682951003","41.2575524016712, -70.8149682951003",41.2575524,-70.8149683,,
Burbrink_2015,Burbrink_2015_data,Ocrakcoke_NC,54,Above 38,,2230,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"35.1146153069484, -75.9810097445342","35.1146153069484, -75.9810097445342",35.11461531,-75.98100974,,
Burbrink_2015,Burbrink_2015_data,Ossabaw_GA,54,Above 38,,11000,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"31.7615308955715, -81.1085744193453","31.7615308955715, -81.1085744193453",31.7615309,-81.10857442,,
Burbrink_2015,Burbrink_2015_data,Padre_IS_Seashore_TX,54,Above 38,,54000,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"26.844444, -97.367778","26.844444, -97.367778",26.844444,-97.367778,,
Burbrink_2015,Burbrink_2015_data,Parramore_VA,54,Above 38,Parramore VA,2197,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",9.1,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"37.5382406223789, -75.6282636607768","37.5382406223789, -75.6282636607768",37.53824062,-75.62826366,,
Burbrink_2015,Burbrink_2015_data,Perdido_Key_FL,54,Above 38,,1200,Google Earth,NA,,,Herpetofauna,Barrier island,Barrier island,,"30.3035036777108, -87.4273172081103","30.3035036777108, -87.4273172081103",30.30350368,-87.42731721,,
Burbrink_2015,Burbrink_2015_data,Petit_Bois_MS,54,Above 38,,1443,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"30.1999174513687, -88.4463895720227","30.1999174513687, -88.4463895720227",30.19991745,-88.44638957,,
Burbrink_2015,Burbrink_2015_data,Prudence_Island_RI,54,Above 38,,1400,Google Earth,NA,,,Herpetofauna,Barrier island,Barrier island,,"41.6143216688205, -71.3174720402026","41.6143216688205, -71.3174720402026",41.61432167,-71.31747204,,
Burbrink_2015,Burbrink_2015_data,Revel_VA,54,Above 38,Revel VA,508,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",3,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"37.5032619458286, -75.6689193401566","37.5032619458286, -75.6689193401566",37.50326195,-75.66891934,,
Burbrink_2015,Burbrink_2015_data,Roanoke_Island_NC,54,Above 38,,4650,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,35.889°N 75.661°W,35.889°N 75.661°W,35.889,-75.661,,
Burbrink_2015,Burbrink_2015_data,Sanibel_Island_FL,54,Above 38,,4176,Wikipedia,1,Wikipedia,maximum elevation,Herpetofauna,Barrier island,Barrier island,,"26°26'23""N 82°4'50""W",26°26′23″N 82°4′50″W,26.43972222,-82.08055556,,
Burbrink_2015,Burbrink_2015_data,Santa_Rosa_FL,54,Above 38,,3950,Google Earth,8,"Effect of Hurricane Ivan on Coastal Dunes of Santa Rosa Barrier Island, Florida: Characterized on the Basis of Pre- and Poststorm LIDAR Surveys
Vanda Claudino-Sales, Ping Wang, and Mark H. Horwitz
Journal of Coastal Research 2010 :, 470-484 ",,Herpetofauna,Barrier island,Barrier island,,"30°22'57""N 86°51'23""W",30°22′57″N 86°51′23″O,30.3825,-86.85638889,,
Burbrink_2015,Burbrink_2015_data,Sapelo_Island_GA,54,Above 38,,4660,Google Earth,NA,,,Herpetofauna,Barrier island,Barrier island,,"31°28'39""N 81°14'30""W",31°28′39″N 81°14′30″W,31.4775,-81.24166667,,
Burbrink_2015,Burbrink_2015_data,Seahorse_Key_FL,54,Above 38,,36.5,Google Earth,NA,,,Herpetofauna,Barrier island,Barrier island,,"29°5'47.33""N 83°3'55.2""W",29°5′47.33″N 83°3′55.2″W,29.09648056,-83.06533333,,
Burbrink_2015,Burbrink_2015_data,Shackelford_Banks_NC,54,Above 38,,923,"Wood, G. W., Mengak, M. T., & Murphy, M. (1987). Ecological importance of feral ungulates at Shackleford Banks, North Carolina. American Midland Naturalist, 236-244.",10.7,"Susman, K. R., & HERON JR, S. D. (1979). Evolution of a barrier island, Shackleford Banks, Carteret County, North Carolina. Geological Society of America Bulletin, 90(2), 205-215.",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"34°39'54""N 76°35'16""W",34°39′54″N 76°35′16″W,34.665,-76.58777778,,
Burbrink_2015,Burbrink_2015_data,Smith_VA,54,Above 38,Smith VA,512,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",2.1,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"37.1489699639639, -75.8668473105474","37.1489699639639, -75.8668473105474",37.14896996,-75.86684731,,
Burbrink_2015,Burbrink_2015_data,St.Catherines_GA,54,Above 38,,9010,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"31°37'50""N 81°9'36.5""W",31°37′50″N 81°9′36.5″W,31.63055556,-81.16013889,,
Burbrink_2015,Burbrink_2015_data,St.Simmons_GA,54,Above 38,,4120,Wikipedia,3,Wikipedia,,Herpetofauna,Barrier island,Barrier island,,"31°9'35""N 81°23'19""W",31°9′35″N 81°23′19″W,31.15972222,-81.38861111,,
Burbrink_2015,Burbrink_2015_data,Staten_Island_NY,54,Above 38,,15200,Wikipedia,125,Wikipedia,,Herpetofauna,Barrier island,Barrier island,,"40°34'19""N 74°8'49""W",40°34′19″N 74°8′49″W,40.57194444,-74.14694444,,
Burbrink_2015,Burbrink_2015_data,StVincent_NWR_FL,54,Above 38,,5100,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,"29°38'40""N 85°07'47""W",29°38′40″N 85°07′47″W,29.64444444,-85.12972222,,
Burbrink_2015,Burbrink_2015_data,Tybee_GA,54,Above 38,,600,Wikipedia,3,Wikipedia,,Herpetofauna,Barrier island,Barrier island,,"32°0'24""N 80°50'58""W",32°0′24″N 80°50′58″W,32.00666667,-80.84944444,,
Burbrink_2015,Burbrink_2015_data,Wallops_VA,54,Above 38,,1600,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,37°51'N 75°28'W,37°51′N 75°28′W,37.85,-75.46666667,,
Burbrink_2015,Burbrink_2015_data,Wassaw_GA,54,Above 38,,4068,Wikipedia,NA,,,Herpetofauna,Barrier island,Barrier island,,31.9003°N 80.9822°W,31.9003°N 80.9822°W,31.9003,-80.9822,,
Burbrink_2015,Burbrink_2015_data,West_Ship_MS,54,Above 38,,135,Google Earth,NA,,,Herpetofauna,Barrier island,Barrier island,," 30.238039°, -88.887640°"," 30.238039°, -88.887640°",30.238039,-88.88764,,
Burbrink_2015,Burbrink_2015_data,Wreck_VA,54,Above 38,Wreck VA,370.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",2.7,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Herpetofauna,Barrier island,Barrier island,,"37.2648368214179, -75.79659486532","37.2648368214179, -75.79659486532",37.26483682,-75.79659487,,
Choi_2011,Choi_2011_data,B1,17,15 to 30,Dongsouido ,45.00,,77,,,Invertebrates,True island,True island,,"34.613412, 125.843147","34.613412, 125.843147",34.613412,125.843147,3,trap night
Choi_2011,Choi_2011_data,B2,17,15 to 30,Seosouido ,27.00,,40,,,Invertebrates,True island,True island,,"34.606990, 125.869790","34.606990, 125.869790",34.60699,125.86979,3,trap night
Choi_2011,Choi_2011_data,B3,17,15 to 30,Daeyado ,426.00,,306,,,Invertebrates,True island,True island,,"34.634215, 125.960874","34.634215, 125.960874",34.634215,125.960874,3,trap night
Choi_2011,Choi_2011_data,B4,17,15 to 30,Sindo ,168.00,,179.3,,,Invertebrates,True island,True island,,"34.590742, 125.975606","34.590742, 125.975606",34.590742,125.975606,3,trap night
Choi_2011,Choi_2011_data,G1,17,15 to 30,Sangbaekdo ,7.00,,180,,,Invertebrates,True island,True island,,"34.059812, 127.390208","34.059812, 127.390208",34.059812,127.390208,3,trap night
Choi_2011,Choi_2011_data,G2,17,15 to 30,Daesambudo ,77.80,,160,,,Invertebrates,True island,True island,,"34.056259, 127.583639","34.056259, 127.583639",34.056259,127.583639,3,trap night
Choi_2011,Choi_2011_data,H1,17,15 to 30,Damuldo,161.00,,99,,,Invertebrates,True island,True island,,"34.738585, 125.443101","34.738585, 125.443101",34.738585,125.443101,3,trap night
Choi_2011,Choi_2011_data,H2,17,15 to 30,Daedundo ,334.00,,163,,,Invertebrates,True island,True island,,"34.726469, 125.457308","34.726469, 125.457308",34.726469,125.457308,3,trap night
Choi_2011,Choi_2011_data,H3,17,15 to 30,Yeongsando ,220.00,,100,,,Invertebrates,True island,True island,,"34.649062, 125.466187","34.649062, 125.466187",34.649062,125.466187,3,trap night
Choi_2011,Choi_2011_data,J1,17,15 to 30,Donggeochado ,340.00,,137.9,,,Invertebrates,True island,True island,,"34.235047, 125.939389","34.235047, 125.939389",34.235047,125.939389,3,trap night
Choi_2011,Choi_2011_data,J2,17,15 to 30,Seogeochado ,283.00,,135.7,,,Invertebrates,True island,True island,,"34.255754, 125.911724","34.255754, 125.911724",34.255754,125.911724,3,trap night
Choi_2011,Choi_2011_data,J3,17,15 to 30,Daemado,282.00,,74,,,Invertebrates,True island,True island,,"34.264185, 125.990307","34.264185, 125.990307",34.264185,125.990307,3,trap night
Choi_2011,Choi_2011_data,J4,17,15 to 30,Dokgeodo ,169.00,,178.4,,,Invertebrates,True island,True island,,"34.251564, 126.178967","34.251564, 126.178967",34.251564,126.178967,3,trap night
Choi_2011,Choi_2011_data,J5,17,15 to 30,Maenggoldo ,173.00,,132.2,,,Invertebrates,True island,True island,,"34.213049, 125.856189","34.213049, 125.856189",34.213049,125.856189,3,trap night
Choi_2011,Choi_2011_data,S1,17,15 to 30,Daemodo ,583.00,,243,,,Invertebrates,True island,True island,,"34.196621, 126.758020","34.196621, 126.758020",34.196621,126.75802,3,trap night
Choi_2011,Choi_2011_data,S2,17,15 to 30,Hoenggando ,354.00,,200.6,,,Invertebrates,True island,True island,,"34.241166, 126.610678","34.241166, 126.610678",34.241166,126.610678,3,trap night
Choi_2011,Choi_2011_data,S3,17,15 to 30,Dangsado,146.00,,171.1,,,Invertebrates,True island,True island,,"34.102662, 126.593885","34.102662, 126.593885",34.102662,126.593885,3,trap night
Dasilva_2019,Dasilva_2019_data,Forest_island_1,14,10 to 15,Rainforest_island_1,1.29,Dasilva_2019,1239,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°13’01.9”, -43°30’28.7”","-19°13’01.9”, -43°30’28.7”",-19.21719444,-43.50797222,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_10,14,10 to 15,Rainforest_island_10,8.24,Dasilva_2019,1324,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°15’34.4”, -43°32’32.3”","-19°15’34.4”, -43°32’32.3”",-19.25955556,-43.54230556,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_11,14,10 to 15,Rainforest_island_11,1.61,Dasilva_2019,1273,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’52.6”, -43°33’03.2”","-19°14’52.6”, -43°33’03.2”",-19.24794444,-43.55088889,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_12,14,10 to 15,Rainforest_island_12,1.21,Dasilva_2019,1267,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’46.4”, -43°33’08.3”","-19°14’46.4”, -43°33’08.3”",-19.24622222,-43.55230556,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_13,14,10 to 15,Rainforest_island_13,2.50,Dasilva_2019,1290,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’38.2”, -43°33’14.3”","-19°14’38.2”, -43°33’14.3”",-19.24394444,-43.55397222,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_14,14,10 to 15,Rainforest_island_14,8.49,Dasilva_2019,1235,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°11’58.2”, -43°30’31.6”","-19°11’58.2”, -43°30’31.6”",-19.1995,-43.50877778,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_2,14,10 to 15,Rainforest_island_2,4.31,Dasilva_2019,1262,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°12’55.2”, -43°30’38.9”","-19°12’55.2”, -43°30’38.9”",-19.21533333,-43.51080556,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_3,14,10 to 15,Rainforest_island_3,1.63,Dasilva_2019,1234,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°12’47.6”, -43°30’46.2”","-19°12’47.6”, -43°30’46.2”",-19.21322222,-43.51283333,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_4,14,10 to 15,Rainforest_island_4,16.96,Dasilva_2019,1269,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°13’34.6”, -43°30’56.0”","-19°13’34.6”, -43°30’56.0”",-19.22627778,-43.51555556,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_5,14,10 to 15,Rainforest_island_5,2.97,Dasilva_2019,1309,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’21.0”, -43°32’26.1”","-19°14’21.0”, -43°32’26.1”",-19.23916667,-43.54058333,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_6,14,10 to 15,Rainforest_island_6,11.34,Dasilva_2019,1317,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°15’10.8”, -43°33’07.4”","-19°15’10.8”, -43°33’07.4”",-19.253,-43.55205556,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_7,14,10 to 15,Rainforest_island_7,5.87,Dasilva_2019,1331,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’40.9”, -43°33’20.6”","-19°14’40.9”, -43°33’20.6”",-19.24469444,-43.55572222,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_8,14,10 to 15,Rainforest_island_8,5.76,Dasilva_2019,1271,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’19.3”, -43°30’45.7”","-19°14’19.3”, -43°30’45.7”",-19.23869444,-43.51269444,1,balanced
Dasilva_2019,Dasilva_2019_data,Forest_island_9,14,10 to 15,Rainforest_island_9,35.82,Dasilva_2019,1230,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°15’18.0”, -43°31’01.0”","-19°15’18.0”, -43°31’01.0”",-19.255,-43.51694444,1,balanced
Davidar_2001,Davidar_2001_data,Alexandria,38,Above 38,Alexandria,360.00,Davidar_2001,80,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.577N, 92.61E",,11.577,92.61,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Aves,38,Above 38,Aves,25.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.917N, 92.935E",,12.917,92.935,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Baratang,38,Above 38,Baratang,23000.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.229N, 92.809E",,12.229,92.809,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Chester,38,Above 38,Chester,9.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.583N, 92.578E",,11.583,92.578,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Curlew,38,Above 38,Curlew,7.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.941N, 92.902E",,12.941,92.902,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Delgarno,38,Above 38,Delgarno,50.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.415N, 93.09E",,13.415,93.09,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,East,38,Above 38,East,300.00,Davidar_2001,60,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.636N, 93.049E",,13.636,93.049,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Egg,38,Above 38,Egg,6.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.937N, 92.891E",,12.937,92.891,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Excelsior,38,Above 38,Excelsior,40.00,Davidar_2001,20,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.433N, 93.1E",,13.433,93.1,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Grub,38,Above 38,Grub,3.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.589N, 92.594E",,11.589,92.594,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Guitar,38,Above 38,Guitar,100.00,Davidar_2001,80,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.349N, 92.914E",,12.349,92.914,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Havelock,38,Above 38,Havelock,11393.00,Surendran_Vasudevan_2015,160,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.976N, 92.993E",,11.976,92.993,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Inglis,38,Above 38,Inglis,140.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.139N, 93.116E",,12.139,93.116,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,John Lawrence,38,Above 38,John Lawrence,3500.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.088N, 93.025E",,12.088,93.025,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Jolly Buoy,38,Above 38,Jolly Boys,12.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.088N, 93.025E",,12.088,93.025,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Landfall,38,Above 38,Landfall,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.66N, 93.003E",,13.66,93.003,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Little Andaman,38,Above 38,Little Andaman,73439.00,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"10.695N, 92.489E",,10.695,92.489,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Long,38,Above 38,Long Island,1790.00,Surendran_Vasudevan_2015,70,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.398N, 92.936E",,12.398,92.936,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Malay,38,Above 38,Malay,70.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.531N, 92.603E",,11.531,92.603,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,North Andamans,38,Above 38,North Andaman,137599.00,Surendran_Vasudevan_2015,731,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.24N, 92.915E",,13.24,92.915,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,North Button,38,Above 38,North Button,25.00,Davidar_2001,48,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.317N, 93.069E",,12.317,93.069,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,North Passage,38,Above 38,North Passage,1300.00,Davidar_2001,109,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.272N, 92.922E",,12.272,92.922,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,North Reef,38,Above 38,North Reef,340.00,Davidar_2001,27,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.089N, 92.703E",,13.089,92.703,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Peel,38,Above 38,Sir William Peel Island,2300.00,Davidar_2001,58,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.421N, 92.642E",,11.421,92.642,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Pocock,38,Above 38,Peacock,25.00,Davidar_2001,55,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.563N, 93.054E",,13.563,93.054,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
